sector	0 23	78 94 93 77	58 -5 76 -5 	-1	6 7 1 9	0	
sector	0 23	43 60 59 42	67 -5 58 -5 	-1	6 7 1 9	0	
sector	0 23	31 42 41 30	-5 67 -5 53 	-1	6 7 1 9	0	
sector	0 12	11 17 16 10	57 -1 97 -1 	-1	1 1 1 1	0	
sector	0 23	172 158 159	75 53 96 	-1	6 1 1 9	0	
sector	0 23	191 192 201	66 65 74 	-1	6 7 1 9	0	
sector	0 17	201 192 218 217	59 73 -5 -5 	-1	6 7 1 9	0	
sector	0 17	173 172 159 160 174	65 -5 72 64 -5 	-1	6 7 1 9	0	
sector	0 17	124 103 93 94 125	64 96 62 68 77 	-1	6 7 1 9	0	
sector	0 10	95 126 125 94	-1 78 -1 76 	-1	9 8 1 1	0	
sector	0 10	61 62 164 163 126 95	-1 83 81 86 -1 77 	-1	9 2 1 1	0	
sector	0 10	64 65 167 166	80 -3 82 -3 	-1	9 2 1 1	0	
sector	0 10	63 64 166 165	81 -3 79 -3 	-1	9 2 1 1	0	
sector	0 10	63 165 164 62	-3 80 -3 78 	-1	9 2 1 1	0	
sector	0 10	66 168 167 65	87 -3 89 79 	-1	9 2 1 1	0	
sector	0 10	61 21 22 62	78 -3 84 -3 	-1	9 2 1 1	0	
sector	0 10	13 14 22 21	-3 -3 85 83 	-1	9 2 1 1	0	
sector	0 10	14 15 24 23 22	84 -3 -3 87 -3 	-1	9 2 1 1	0	
sector	0 10	203 202 163 164	-3 88 -3 78 	-1	9 2 1 1	0	
sector	0 10	24 66 65 23	85 -3 82 -3 	-1	9 2 1 1	0	
sector	0 10	204 205 220 219 202 203	-3 89 90 -3 -3 86 	-1	9 2 1 1	0	
sector	0 10	167 168 205 204	-3 82 -3 88 	-1	9 2 1 1	0	
sector	0 10	206 221 220 205	-1 91 -1 88 	-1	1 1 1 1	0	
sector	0 10	84 85 222 221 206	-1 92 -1 105 90 	-1	1 1 1 1	0	
sector	0 10	84 44 32 48 85	91 -1 94 93 -1 	-1	1 1 1 1	0	
sector	0 10	6 7 48 32	94 -1 95 92 	-1	1 1 1 1	0	
sector	0 10	44 6 32	92 -1 93 	-1	1 1 1 1	0	
sector	0 10	8 49 48 7	-1 60 -1 93 	-1	1 1 1 1	0	
sector	0 15	134 123 101 102 103 124 135 144 159 158	53 53 53 56 62 76 64 64 64 72 	-1	1 1 1 1	0	
sector	2 10	17 26 25 16	71 -1 98 -1 	-1	1 1 1 1	0	
sector	4 12	26 34 33 25	97 -1 99 -1 	-1	1 1 1 1	0	
sector	6 14	34 46 45 33	98 -1 100 -1 	-1	1 1 1 1	0	
sector	8 16	46 68 67 45	99 -1 101 -1 	-1	1 1 1 1	0	
sector	10 18	68 80 79 67	100 -1 102 -1 	-1	1 1 1 1	0	
sector	12 20	80 97 96 79	101 -1 103 -1 	-1	1 1 1 1	0	
sector	14 22	97 110 109 96	102 -1 104 -1 	-1	1 1 1 1	0	
sector	16 24	110 120 119 109	103 -1 106 -1 	-1	1 1 1 1	0	
sector	0 10	235 234 221 222 225	-1 -1 -1 91 -1 	-1	1 1 1 1	0	
sector	18 30	120 137 136 119	104 -1 107 -1 	-1	1 1 1 1	0	
sector	18 30	137 147 146 136	106 -1 108 -1 	-1	1 1 1 1	0	
sector	18 30	147 148 208 207 145 146	107 110 -1 -1 -1 109 	-1	1 1 1 1	0	
sector	18 30	145 8 9 146	108 -1 111 -1 	-1	1 1 1 1	0	
sector	18 30	4 5 148 147	-1 112 -1 108 	-1	1 1 1 1	0	
sector	18 30	2 3 11 9 8	-1 112 -1 -1 109 	-1	1 1 1 1	0	
sector	18 30	2 0 1 5 4 3	111 -1 -1 -1 110 -1 	-1	1 1 1 1	0	
final sector	111
player	98 4 0 112 1 30 10 50
