sector	0 15	93 86 75 76 105 104	57 57 63 76 -5 75 	-1	6 7 1 9	0	
sector	0 15	113 131 130 112	75 -5 73 -5 	-1	6 7 1 9	0	
sector	0 15	129 130 140 139	53 -5 73 59 	-1	6 7 1 1	0	
sector	0 17	15 7 4 5 16	69 70 -5 54 -5 	-1	6 7 1 9	0	
sector	0 23	38 50 49 37	58 -5 76 -5 	-1	6 7 1 9	0	
sector	0 23	16 28 27 15	67 -5 58 -5 	-1	6 7 1 9	0	
sector	0 23	7 15 14 6	-5 67 -5 53 	-1	6 7 1 9	0	
sector	0 23	57 75 74 56	62 76 63 60 	-1	6 7 1 9	0	
sector	0 23	111 103 104	75 53 57 	-1	6 1 1 9	0	
sector	0 23	130 131 140	66 65 74 	-1	6 7 1 9	0	
sector	0 17	140 131 150 149	59 73 -5 -5 	-1	6 7 1 9	0	
sector	0 17	112 111 104 105 113	65 -5 72 64 -5 	-1	6 7 1 9	0	
sector	0 17	75 57 49 50 76	64 71 62 68 77 	-1	6 7 1 9	0	
sector	0 10	51 77 76 50	-1 -1 -1 76 	-1	1 1 1 1	0	
final sector	0
player	11 22 0 0 1 30 10 50
